"session_id","default_pay_mode","bind_card_x1","bytepay_ctr_x1","all_ctr_x1","budget_x1","bind_card_x0","bytepay_ctr_x0","all_ctr_x0","budget_x0"
"20240510145220758058z7y2x3a0w8bv","bp_top","2.0895978E-4","0.04163271","0.52817637","0.48654365999999993","3.4529876E-5","0.0012525993","0.5608848","0.5596322007"
"20240510223330128238a0bz17cy22xd","bp_top","0.0054470943","0.3939715","0.40983358","0.01586208","0.0028130943","0.073032714","0.2596984","0.186665686"
"20240510061907403980az70yb12x3c2","bp_top","0.020974457","0.19778568","0.87701815","0.6792324700000001","0.0044535697","0.018703282","0.9023661","0.8836628179999999"
"20240510000042156107a0b1cz7y2x23","bp_top","0.0020440817","0.15482426","0.2683985","0.11357423999999999","3.9465915E-4","0.011141377","0.45652527","0.445383893"
"20240510091940541899az70y2x3b1w8","bp_top","2.7409196E-4","0.13809407","0.117507726","-0.020586344000000006","5.173683E-5","0.0015509427","0.11584291","0.11429196729999999"
"20240510121959170928a0bz7y1c22dx","bp_top","2.5200623E-4","0.0239371","0.021770084","-0.0021670160000000008","1.492808E-4","0.005643134","0.014602642","0.008959508000000001"
"20240510195805372798az0b1c27d3y2","bp_top","0.006363958","0.46684292","0.54141295","0.07457003000000001","0.0011175275","0.061443776","0.49547818","0.434034404"
"20240510080721633387az70y2xb31wc","bp_top","3.361702E-5","0.028851658","0.9377864","0.908934742","5.155802E-6","9.964108E-4","0.94729036","0.9462939492"
"20240510102516934284za07y2bx31wc","bp_top","0.0051031923","0.10747535","0.8267931","0.71931775","9.937487E-4","0.007750596","0.8541213","0.8463707039999999"
"2024051007595093651a0zb71c2d3ye","bp_top","5.2309036E-4","0.029797882","0.9094294","0.8796315180000001","3.0439845E-4","0.0018937367","0.92177033","0.9198765932999999"
"2024051017091226743za0b71c2yd3e","bp_top","9.175778E-5","0.043236297","0.96781117","0.9245748730000001","6.1577657E-6","3.7321504E-4","0.9778275","0.97745428496"
"20240510154158298305az70b1y2x3wc","bp_top","0.0034245863","0.039604854","0.38481617","0.345211316","0.0028683913","0.026362518","0.42697358","0.400611062"
"20240510195242909642za0b1c27y2x3","bp_top","0.0029597257","0.31038222","0.47049305","0.16011083000000004","0.0","0.0","0.0","0.0"
"2024051001243290530az7y20xb31wc","bp_top","0.01155141","0.026966304","0.20287016","0.175903856","0.008873016","0.008740455","0.22888404","0.220143585"
"20240510102648464907za07by12c2d3","bp_top","0.002675891","0.03518617","0.044811636","0.009625466","6.482899E-4","0.004990667","0.04627666","0.041285993"
"20240510204223833161az7y2x30bw18","bp_top","3.029704E-4","0.042461485","0.7766682","0.734206715","1.7830955E-4","0.009881955","0.8165735","0.806691545"
"2024051022203791198za70by1c22dx","bp_top","0.017233789","0.2851994","0.4801575","0.19495810000000002","0.0062005254","0.09908939","0.5451083","0.44601891"
"20240510152227863830z7ay2x03w8v6","bp_top","0.0060223043","0.10390124","0.6405269","0.53662566","0.0017010272","0.027740717","0.6693506","0.641609883"
"20240510221541104473a0b1c2zd7y23","bp_top","0.002384007","0.31890976","0.5467642","0.22785444000000005","5.1400065E-4","0.01191628","0.5219836","0.51006732"
"20240510181409690577a0bz7y12c2dx","bp_top","0.032556176","0.81798786","0.83061445","0.012626589999999993","0.0","0.0","0.0","0.0"
"20240510145554347077za0b71yc22xd","bp_top","2.4777112E-4","0.033174224","0.888917","0.8557427759999999","4.33478E-5","0.0017660931","0.9124572","0.9106911069"
"20240510093350977801a0bz71c2dy32","bp_top","0.0038892925","0.04656884","0.5630247","0.51645586","0.0014174879","0.004352838","0.74926186","0.744909022"
"20240510172836634668z7ya2x03bw18","bp_top","8.741617E-4","0.20040229","0.9430454","0.74264311","2.0833113E-4","0.013741487","0.9489266","0.935185113"
"2024051006541430117z7ya20b1cx3w","bp_top","0.003912598","0.21590346","0.65177804","0.43587457999999996","0.0016402602","0.08575234","0.6984807","0.61272836"
"20240510175359921603az70yb1c22dx","bp_top","0.0023414632","0.124977894","0.6265479","0.501570006","0.0017152888","0.04389489","0.6552103","0.61131541"
"20240510090625864862a0b1zc27dy23","bp_top","0.0126715","0.7996231","0.84912944","0.04950633999999998","0.0016477094","0.08156688","0.8370134","0.75544652"
"20240510224324893260z7ay20b1cx32","bp_top","3.3855438E-4","0.054661363","0.28900206","0.23434069700000001","2.0340085E-4","0.0053168237","0.2597184","0.25440157630000004"
"20240510210423321289az0b1c7y22xd","bp_top","4.709363E-4","0.08555266","0.9012555","0.8157028399999999","6.0498714E-5","0.002016604","0.922027","0.920010396"
"20240510071307864316a0zb1c7y2d32","bp_top","0.043979976","0.20561515","0.4524959","0.24688075","0.0050554825","0.014942973","0.5784185","0.5634755269999999"
"20240510163739410425z7ya0b1c22d3","bp_top","0.0012255609","0.034600586","0.9723617","0.937761114","3.1820335E-4","0.002047292","0.97031677","0.9682694780000001"
"20240510221042529740a0bz71cy22dx","bp_top","0.0031162156","0.09692054","0.94726336","0.85034282","2.8361825E-4","0.001792847","0.95342535","0.9516325029999999"
"20240510005422774069za7y20xb1c23","bp_top","4.3094158E-5","0.012865603","0.010086477","-0.002779126","7.6293945E-6","1.8897653E-4","0.009338856","0.00914987947"
"20240510124154838523z7ay20x3wb18","bp_top","9.101033E-4","0.023560971","0.54627085","0.522709879","1.206398E-4","0.004345745","0.49905238","0.494706635"
"20240510162030903338za70y2x3wb8v","bp_top","0.0033990145","0.23642933","0.82624626","0.58981693","6.880462E-4","0.049996674","0.85920835","0.809211676"
"20240510065527888475az70b1yc22dx","bp_top","3.6918657E-4","0.028629439","0.5346766","0.5060471609999999","2.4616218E-4","0.004921084","0.5699344","0.5650133159999999"
"20240510195016538840za0b1c72d3ey","bp_top","0.0051918924","0.13043204","0.24721852","0.11678648","0.0048181415","0.050172985","0.29248184","0.242308855"
"20240510182510760607a0z7by12cx32","bp_top","0.0033547252","0.47188467","0.7940061","0.32212143000000004","6.7389273E-4","0.020529486","0.7598022","0.7392727139999999"
"20240510150948614765az7y20bx1c23","bp_top","6.3598156E-5","4.235208E-4","0.016496241","0.016072720199999998","2.7618007E-5","1.3620612E-4","0.050389662","0.05025345588"
"20240510085826887759z7ya0b2x31cw","bp_top","4.4173002E-4","0.39393717","0.69925666","0.30531948999999997","3.3670664E-4","0.037278265","0.73561186","0.698333595"
"20240510011933328261a0b1zc27y2x3","bp_top","0.016372679","0.36490893","0.41386074","0.048951809999999985","0.0076831966","0.17877439","0.35320553","0.17443113999999998"
"20240510171320197703az70b1c2dy32","bp_top","0.0015892795","0.15355983","0.8889782","0.7354183700000001","1.7469419E-4","0.007223641","0.905948","0.898724359"
"20240510234118142887za7y0b12x3wc","bp_top","2.2486359E-4","0.1223198","0.68783414","0.56551434","9.9022145E-5","0.0282903","0.7285259","0.7002356"
"20240510210016306582a0b1z7c2dy3e","bp_top","0.0016894937","0.13049197","0.22402528","0.09353330999999998","0.0013159811","0.09667802","0.2975641","0.20088608"
"20240510182220142194az07b1y2x3cw","bp_top","2.0754337E-4","0.023893923","0.09222028","0.068326357","1.2257695E-4","0.009217024","0.07616463","0.06694760599999999"
"20240510182125223550za70yb2x1c2d","bp_top","0.011804112","0.3727105","0.5228667","0.15015620000000002","0.011517167","0.14200021","0.5720695","0.43006929000000005"
"20240510174754961065za07by12xc3w","bp_top","0.0010603964","0.038498133","0.1522331","0.11373496700000002","0.0011343342","0.020579817","0.24313892","0.222559103"
"20240510180222632756za70y2bx31w8","bp_top","2.267926E-4","0.6845007","0.6265097","-0.057991000000000015","0.0","0.0","0.0","0.0"
"20240510234025680252az0b71c2dy23","bp_top","3.2965327E-4","0.01098183","0.47376344","0.46278160999999995","1.6866144E-4","0.0016200036","0.5880092","0.5863891964"
"20240510203639257913za07by1c22x3","bp_top","0.002778709","0.043743998","0.09292054","0.049176542","2.7914092E-4","0.0018992617","0.35572737","0.3538281083"
"20240510142336801112az07by21x3w8","bp_top","0.0013117135","0.17212693","0.8174161","0.64528917","0.0013485247","0.07834285","0.8183825","0.74003965"
"20240510211959224479za07b1cy2x2d","bp_top","3.920313E-4","0.0713884","0.80692554","0.73553714","9.316512E-5","0.0025961811","0.8324233","0.8298271188999999"
"20240510193035979848z7a0by2x31wc","bp_top","9.7468495E-4","0.7520863","0.83879757","0.08671127000000001","2.1088123E-4","0.011154354","0.8661169","0.854962546"
"20240510002428857308az07yb1c22dx","bp_top","5.4736887E-7","5.6258097E-5","4.2102992E-4","3.64771823E-4","3.5424213E-7","1.785382E-5","3.567774E-4","3.3892358E-4"
"20240510094324992361a0b1c2zd73ey","bp_top","3.4070015E-4","0.18772104","0.25075737","0.06303632999999997","2.1323562E-4","0.043915242","0.24369451","0.199779268"
"20240510085046975116za07y2bx13c2","bp_top","0.008152872","0.022691697","0.03729266","0.014600962999999998","0.0020881891","0.008155614","0.03326872","0.025113106000000003"
"20240510120730189859az70b1yc2x32","bp_top","0.022996077","0.117044315","0.24635996","0.12931564499999998","0.004827064","0.015033623","0.24102087","0.225987247"
"20240510182207902374za70b1cy2x2d","bp_top","9.587407E-5","0.04587382","0.2737129","0.22783907999999997","3.5852194E-5","0.0060666203","0.34023714","0.3341705197"
"2024051000530599009az7y20bx1c23","bp_top","4.2678052E-4","0.6319114","0.72744936","0.09553796000000003","0.0","0.0","0.0","0.0"
"2024051010321353778a0bz71y2x3w8","bp_top","0.024185812","0.50579894","0.7420398","0.23624086","0.011498065","0.2806401","0.74895346","0.46831335999999996"
"20240510084841853069za70by2x1c3w","bp_top","1.2621284E-4","0.006697595","0.055897564","0.049199968999999996","6.418316E-5","4.289628E-4","0.07285926","0.0724302972"
"2024051017220968514a0b1z7cy2d2x","bp_top","0.0049979687","0.846317","0.91947937","0.07316237000000003","0.0","0.0","0.0","0.0"
"20240510050453677397az70b1y2cx3w","bp_top","0.002566576","0.7852142","0.76563585","-0.019578349999999967","2.2904284E-4","0.010426812","0.7374275","0.7270006880000001"
"20240510110441587159a0bz17y2cx3w","bp_top","2.5989115E-4","0.27577615","0.70259506","0.42681891000000005","3.2231655E-5","0.0034615311","0.7181138","0.7146522689"
"20240510001208568150z7y2a0x3bw18","bp_top","3.5762787E-7","1.9392371E-4","2.6354194E-4","6.961823E-5","3.0590223E-7","4.0922743E-5","2.2989171E-4","1.88968967E-4"
"20240510103733520442z7y2x3a0w8bv","bp_top","0.0010184762","0.52507454","0.5036836","-0.02139093999999997","5.551949E-4","0.43143383","0.51768386","0.08625002999999998"
"20240510235337529691az70y2xb31w8","bp_top","0.0012984276","0.10554102","0.20759267","0.10205165000000001","5.7372385E-5","0.016283479","0.49596605","0.479682571"
"20240510211351700078z7a0y2xb1c2d","bp_top","0.001352385","0.34904343","0.63743407","0.28839064","3.7770488E-4","0.052279674","0.6567875","0.604507826"
"20240510184423332431a0bz17yc2x3w","bp_top","0.003785983","0.17337786","0.675219","0.50184114","6.2007766E-4","0.016997289","0.74113363","0.724136341"
"20240510125356895371z7a0by21c2x3","bp_top","0.0015233457","0.13112193","0.53814304","0.40702111","5.6689896E-4","0.021656899","0.63944435","0.617787451"
"20240510193939681505az7y0b2x3w8v","bp_top","0.0013717389","0.11943376","0.19259726","0.07316349999999999","0.0","0.0","0.0","0.0"
"20240510164145708880z7y2x3w8v6a0","bp_top","1.3786554E-4","0.07489282","0.21135679","0.13646397","1.9597634E-5","0.0010979035","0.23501022","0.2339123165"
"20240510121801321252z7ya2x30bw1c","bp_top","0.0024633938","0.3618643","0.43519583","0.07333152999999998","0.0018576036","0.118644826","0.4570721","0.338427274"
"20240510181922105852a0b1c2z7yd3e","bp_top","0.0032980144","0.2580297","0.2685296","0.010499900000000006","0.0017860645","0.09850053","0.21663253","0.11813199999999999"
"20240510184749320393za7y0b12c2d3","bp_top","3.952682E-4","0.08573356","0.13294947","0.047215909999999986","2.1904707E-4","0.027071238","0.092347115","0.065275877"
"20240510122235116815za07yb1c2x3w","bp_top","0.0012977123","0.2602077","0.28118578","0.02097808000000001","1.0180473E-4","0.0028676093","0.27903098","0.27616337069999997"
"20240510124855901357a0b1z7c2yd3e","bp_top","0.03796117","0.6447257","0.69533074","0.05060503999999999","0.017134506","0.33274382","0.67673403","0.34399020999999996"
"20240510072013927689za07y2b1x3w8","bp_top","0.002149391","0.7859697","0.8434048","0.05743509999999996","0.0011187211","0.105059154","0.8160148","0.710955646"
"20240510133609193536z7ya02x3w8bv","bp_top","0.0042405543","0.081474334","0.7163869","0.634912566","5.521836E-4","0.002586461","0.89417243","0.891585969"
"20240510094700598350za0b71c2d3y2","bp_top","3.3327937E-4","0.046484977","0.9228089","0.8763239230000001","1.770556E-4","0.016053706","0.93215823","0.916104524"
"20240510172230859719az07b1yc2x32","bp_top","8.223057E-4","0.32499862","0.40876922","0.08377059999999997","2.913475E-4","0.05662644","0.6415678","0.58494136"
"2024051017163719433az07b1yc2x2d","bp_top","0.0025068223","0.02201271","0.27154595","0.24953324","0.0015384218","0.007567749","0.36308783","0.355520081"
"20240510151746793186z7a0by2x3w1c","bp_top","9.913783E-4","0.31796497","0.26935312","-0.04861185000000001","9.510122E-4","0.07323134","0.27371237","0.20048102999999998"
"2024051008105766247z7y2xa03b1wc","bp_top","8.6411834E-4","0.31886518","0.6684596","0.34959442","5.173385E-4","0.037998587","0.70169365","0.6636950629999999"
"20240510122658563740za07y2b1xc32","bp_top","1.0719895E-4","0.2077347","0.36703822","0.15930352000000003","6.6575626E-7","3.3700455E-4","0.6870505","0.68671349545"
"20240510115807592544za7y20bx31w8","bp_top","5.5626035E-4","0.9146804","0.9266243","0.011943900000000007","2.8610937E-5","0.0029673327","0.9351545","0.9321871673"
"20240510165253349626z7ya0b2x1c2d","bp_top","4.5718715E-4","0.033025105","0.38564616","0.352621055","5.92208E-5","0.0022302927","0.42135948","0.4191291873"
"20240510212208913954z7y2x3w8av6u","bp_top","0.0038658727","0.056153987","0.72808844","0.671934453","0.001094532","0.007552207","0.7858217","0.7782694929999999"
"20240510235607856472z7y2x3wa0b18","bp_top","0.09645975","0.3155309","0.33632904","0.02079814000000002","0.013194799","0.042730063","0.27003402","0.227303957"
"20240510233709929417az0b1c72y2x3","bp_top","6.7925744E-4","0.0811974","0.38761598","0.30641858","1.8414977E-4","0.00472129","0.40652743","0.40180614000000003"
"20240510202834219490a0z7b1c2d3ey","bp_top","1.7984734E-4","0.005617226","0.13661073","0.130993504","6.418756E-5","7.5239467E-4","0.14570601","0.14495361533"
"20240510175018894788z7y2x3wa80v6","bp_top","0.003638029","0.2152999","0.6285332","0.4132333","0.003454417","0.079946995","0.71024036","0.630293365"
"20240510140756876931az0b1c7y22d3","bp_top","0.009554046","0.17021392","0.7971491","0.62693518","0.0050165923","0.15198353","0.7958336","0.64385007"
"20240510115707724621a0b1zc7y2d32","bp_top","0.0017024279","0.03840038","0.17719829","0.13879791000000002","9.0909004E-4","0.0072024763","0.15778399","0.1505815137"
"2024051015492957462za07yb2x31c2","bp_top","0.0066734212","0.12526996","0.8604969","0.73522694","0.0018406346","0.02092387","0.8867665","0.8658426300000001"
"20240510205355159175za0b17c2dy32","bp_top","2.5032324E-4","0.025488168","0.96109563","0.935607462","1.2028435E-4","0.0025641932","0.95686","0.9542958068"
"20240510101351261437a0z7yb21x3c2","bp_top","0.0126001695","0.51354504","0.9448353","0.43129026000000004","0.0041295574","0.11781874","0.9635269","0.8457081599999999"
"20240510152832648596z7ay0b12x3w8","bp_top","0.0015503295","0.024624093","0.51447976","0.48985566699999994","3.9111788E-4","0.0025355455","0.53885955","0.5363240045"
"20240510160132727587a0z7yb12cx32","bp_top","0.0024014115","0.059390426","0.14377105","0.08438062400000002","3.862679E-4","0.0025869012","0.20540658","0.20281967880000001"
"20240510135415826323z7ay02x3bw1c","bp_top","0.004625529","0.07339215","0.2181724","0.14478025","0.002021956","0.0076089613","0.24407405","0.2364650887"
"20240510200311732493a0b1z7y2xc32","bp_top","0.002310276","0.014919937","0.29503357","0.28011363300000003","8.3461404E-4","0.0051858723","0.28253317","0.2773472977"
"20240510191142439822za07b1cy22x3","bp_top","0.006601751","0.31909716","0.58207554","0.26297837999999996","0.004050374","0.08623463","0.6417515","0.55551687"
"20240510091925237675z7ya20xb1c2d","bp_top","0.004067898","0.100616336","0.31727886","0.216662524","0.0019719005","0.0537481","0.37174058","0.31799247999999997"
"20240510105226303536z7a0by21x3wc","bp_top","0.0020575225","0.25939342","0.42386743","0.16447401","0.0014793575","0.048940927","0.54381377","0.49487284299999995"
"20240510093711518983z7y2x3w8va6u","bp_top","0.004917309","0.05847261","0.43321237","0.37473976000000003","0.0029582419","0.02630859","0.4551837","0.42887511"
"20240510070201821786za0b17yc2d3e","bp_top","0.019736972","0.13867557","0.52431285","0.3856372800000001","0.011332096","0.07351088","0.5703885","0.49687761999999996"
"20240510201448999570za70y2b1cx3w","bp_top","0.004884024","0.0834686","0.88399464","0.80052604","0.0019895658","0.013450938","0.8990601","0.8856091620000001"
"20240510101025813383za0b71yc2x2d","bp_top","5.052686E-4","0.0047453046","0.47124094","0.4664956354","5.5640936E-5","1.052618E-4","0.533949","0.5338437382"
"20240510092715469518za07yb21c2dx","bp_top","0.0013345897","0.063820526","0.86388373","0.800063204","6.030782E-4","0.019419784","0.8929105","0.8734907160000001"
"20240510063348205192az7y02b1cx3w","bp_top","0.0023852587","0.47825536","0.51411635","0.03586098999999998","7.635951E-4","0.07622445","0.47736472","0.40114027"
"20240510180712107450az07by1c22dx","bp_top","3.0136108E-4","0.09834817","0.6380097","0.5396615300000001","1.874268E-4","0.021476358","0.661127","0.639650642"
"20240510005720963966za07yb12x3cw","bp_top","2.8288364E-4","0.020795465","0.704733","0.6839375350000001","1.7681718E-4","0.008744508","0.7132164","0.7044718919999999"
"20240510131139745370az07b1y2cx3w","bp_top","2.1976233E-4","0.34272584","0.8406944","0.49796855999999995","2.9534101E-5","0.0042254925","0.85970986","0.8554843675"
"20240510082316996754az70y2bx31cw","bp_top","0.01749143","0.08401021","0.5463247","0.46231449","0.0040054624","0.016032856","0.6313396","0.615306744"
"20240510162532257627az07b1c2y2x3","bp_top","0.0010167883","0.063144796","0.33458838","0.271443584","0.0013299386","0.051344696","0.34508505","0.293740354"
"20240510233640346911z7y2x3w8a0v6","bp_top","0.0010155141","0.47170243","0.8345588","0.36285637000000004","4.4062734E-4","0.011135787","0.8470886","0.835952813"
"20240510110106473104z7ay0b12c2xd","bp_top","0.0048259795","0.23366395","0.7920238","0.55835985","0.0030843318","0.1600051","0.82082886","0.66082376"
"20240510184751765095az7y20b1cx3w","bp_top","0.023327976","0.38407695","0.7134026","0.32932565","0.0014986694","0.050703496","0.76547533","0.714771834"
"20240510052904671486a0z7y2xb1c23","bp_top","0.0012852848","0.70664483","0.81069934","0.10405450999999999","1.5742786E-4","0.012586769","0.80460876","0.792021991"
"20240510181301615743az0b7y1c22d3","bp_top","7.789967E-4","0.17437801","0.8407141","0.66633609","8.963667E-5","0.009395204","0.87114596","0.861750756"
"20240510150611122239za0b71c2y2d3","bp_top","5.9214234E-4","0.17604867","0.43929577","0.26324709999999996","9.86278E-4","0.054541677","0.53870964","0.484167963"
"20240510183133484560z7ay2x30w8vb","bp_top","0.0019393861","0.18312532","0.6075488","0.42442347999999996","0.001345545","0.023585945","0.77963394","0.756047995"
"2024051020231478938az7y0b12cx32","bp_top","0.002059877","0.08465409","0.5630872","0.47843311","4.5192242E-4","0.03570214","0.5683428","0.53264066"
"20240510203339997801z7ya0b2x1c3w","bp_top","0.0037019849","0.39285427","0.4116326","0.01877833000000001","5.616326E-4","0.047085192","0.34681812","0.299732928"
"20240510183840108142za0b1c72d3e4","bp_top","0.0021558106","0.15500078","0.59401256","0.43901178","5.886865E-4","0.0297101","0.6917909","0.6620808"
"20240510173003495983za70yb2x31w8","bp_top","6.504357E-4","0.007055819","0.26007774","0.253021921","5.8704615E-4","0.0017159581","0.30100334","0.2992873819"
"20240510124506172808az7y02xb13w8","bp_top","0.002736895","0.09545557","0.1278588","0.03240322999999999","2.3153581E-4","0.001064958","0.15922658","0.158161622"
