18,9,19
19,0,13
19,1,19
19,2,15
19,3,16
19,4,3
19,5,2
19,6,8
19,7,5
19,8,16
19,9,12
20,0,19
20,1,5
20,2,7
20,3,6
20,4,13
20,5,13
20,6,11
20,7,4
20,8,6
20,9,18
21,0,9
21,1,2
21,2,14
21,3,19
21,4,5
21,5,11
21,6,10
21,7,4
21,8,7
21,9,12
22,0,2
22,1,15
22,2,17
22,3,1
22,4,14
22,5,2
22,6,13
22,7,14
22,8,5
22,9,8
23,0,10
23,1,2
23,2,20
23,3,13
23,4,18
23,5,11
23,6,1
23,7,11
23,8,11
23,9,2
24,0,17
24,1,20
24,2,16
24,3,4
24,4,18
24,5,15
24,6,19
24,7,15
24,8,6
24,9,2
25,0,15
25,1,16
25,2,6
25,3,5
25,4,9
25,5,9
25,6,20
25,7,18
25,8,6
25,9,14
26,0,8
26,1,4
26,2,14
26,3,13
26,4,18
26,5,20
26,6,13
26,7,14
26,8,18
26,9,4
27,0,17
27,1,16
27,2,15
27,3,3
27,4,3
27,5,4
27,6,16
27,7,12
27,8,8
27,9,14
28,0,17
28,1,6
28,2,7
28,3,13
28,4,3
28,5,7
28,6,1
28,7,2
28,8,5
28,9,1
29,0,13
29,1,8
29,2,17
29,3,11
29,4,12
29,5,19
29,6,13
29,7,3
29,8,5
29,9,11
30,0,3
30,1,14
30,2,16
30,3,7
30,4,15
30,5,17
30,6,4
30,7,13
30,8,17
30,9,9
31,0,8
31,1,12
31,2,12
31,3,14
31,4,1
31,5,15
31,6,2
31,7,14
31,8,14
31,9,9
32,0,4
32,1,11
32,2,14
32,3,12
32,4,9
32,5,14
32,6,12
32,7,9
32,8,7
32,9,13
33,0,13
33,1,15
33,2,8
33,3,4
33,4,17
33,5,1
33,6,20
33,7,20
33,8,17
33,9,15
34,0,14
34,1,2
34,2,12
34,3,7
34,4,3
34,5,4
34,6,20
34,7,20
34,8,19
34,9,4
35,0,11
35,1,4
35,2,4
35,3,15
35,4,9
35,5,3
35,6,10
35,7,7
35,8,6
35,9,12
36,0,9
36,1,10
36,2,17
36,3,12
36,4,3
36,5,19
36,6,16
36,7,5
36,8,12
36,9,7
37,0,3
37,1,19
37,2,1
37,3,17
37,4,19
37,5,16
37,6,13
37,7,9
37,8,18
37,9,15
38,0,10
38,1,19
38,2,18
38,3,14
38,4,19
38,5,15
38,6,13
38,7,14
38,8,9
38,9,17
39,0,13
39,1,3
39,2,6
39,3,2
39,4,2
39,5,4
39,6,13
39,7,7
39,8,17
39,9,10
40,0,18
40,1,6
40,2,13
40,3,1
40,4,17
40,5,6
40,6,15
40,7,20
40,8,1
40,9,7
41,0,8
41,1,12
41,2,12
41,3,8
41,4,11
41,5,15
41,6,8
41,7,5
41,8,1
41,9,6
42,0,9
42,1,7
42,2,12
42,3,19
42,4,2
42,5,18
42,6,17
42,7,1
42,8,18
42,9,8
43,0,2
43,1,3
43,2,3
43,3,20
43,4,20
43,5,17
43,6,16
43,7,16
43,8,3
43,9,6
44,0,3
44,1,19
44,2,16
44,3,7
44,4,4
44,5,5
44,6,8
44,7,19
44,8,19
44,9,10
45,0,7
45,1,8
45,2,5
45,3,11
45,4,17
45,5,7
45,6,17
45,7,17
45,8,8
45,9,8
46,0,4
46,1,18
46,2,14
46,3,11
46,4,15
46,5,9
46,6,3
46,7,10
46,8,13
46,9,15
47,0,7
47,1,20
47,2,12
47,3,2
47,4,15
47,5,12
47,6,12
47,7,5
47,8,1
47,9,18
48,0,9
48,1,14
48,2,20
48,3,6
48,4,16
48,5,14
48,6,14
48,7,6
48,8,1
48,9,8
49,0,17
49,1,17
49,2,9
49,3,19
49,4,3
49,5,15
49,6,13
49,7,8
49,8,4
49,9,16
50,0,8
50,1,9
50,2,5
50,3,19
50,4,6
50,5,15
50,6,6
50,7,17
50,8,5
50,9,9
51,0,5
51,1,3
51,2,13
51,3,12
51,4,5
51,5,5
51,6,10
51,7,20
51,8,8
51,9,3
52,0,17
52,1,14
52,2,17
52,3,13
52,4,13
52,5,5
52,6,16
52,7,8
52,8,16
52,9,2
53,0,3
53,1,4
53,2,4
53,3,7
53,4,15
53,5,6
53,6,1
53,7,16
53,8,12
53,9,12
54,0,5
54,1,1
54,2,15
54,3,10
54,4,9
54,5,5
54,6,4
54,7,6
54,8,4
54,9,17
55,0,1
55,1,20
55,2,7
55,3,4
55,4,14
55,5,14
55,6,8
55,7,6
55,8,9
55,9,19
56,0,2
56,1,7
56,2,14
56,3,3
56,4,14
56,5,17
56,6,17
56,7,3
56,8,5
56,9,1
57,0,14
57,1,11
57,2,1
57,3,16
57,4,2
57,5,2
57,6,8
57,7,15
57,8,11
57,9,11
58,0,6
58,1,20
58,2,2
58,3,3
58,4,2
58,5,14
58,6,16
58,7,14
58,8,10
58,9,5
59,0,11
59,1,16
59,2,2
59,3,3
59,4,4
59,5,17
59,6,3
59,7,13
59,8,4
59,9,17
60,0,10
60,1,13
60,2,2
60,3,9
60,4,8
60,5,13
60,6,10
60,7,18
60,8,2
60,9,3
61,0,14
61,1,8
61,2,1
61,3,13
61,4,10
61,5,10
61,6,1
61,7,13
61,8,5
61,9,19
62,0,2
62,1,5
62,2,8
62,3,12
62,4,19
62,5,17
62,6,15
62,7,20
62,8,17
62,9,4
63,0,16
63,1,14
63,2,2
63,3,15
63,4,16
63,5,17
63,6,17
63,7,17
63,8,13
63,9,10
64,0,5
64,1,8
64,2,19
64,3,19
64,4,17
64,5,11
64,6,15
64,7,14
64,8,5
64,9,5
65,0,6
65,1,9
65,2,13
65,3,1
65,4,6
65,5,8
65,6,17
65,7,13
65,8,7
65,9,5
66,0,4
66,1,2
66,2,20
66,3,4
66,4,19
66,5,4
66,6,19
66,7,10
66,8,5
66,9,8
67,0,1
67,1,15
67,2,11
67,3,15
67,4,4
67,5,18
67,6,12
67,7,9
67,8,2
67,9,1
68,0,16
68,1,19
68,2,1
68,3,15
68,4,14
68,5,18
68,6,14
68,7,19
68,8,1
68,9,3
69,0,19
69,1,7
69,2,9
69,3,12
69,4,1
69,5,4
69,6,15
69,7,5
69,8,3
69,9,13
70,0,12
70,1,4
70,2,6
70,3,16
70,4,8
70,5,5
70,6,8
70,7,11
70,8,5
70,9,19
71,0,1
71,1,18
71,2,15
71,3,7
71,4,16
71,5,18
71,6,7
71,7,9
71,8,7
71,9,7
72,0,6
72,1,1
72,2,11
72,3,19
72,4,17
72,5,1
72,6,4
72,7,19
72,8,20
72,9,7
73,0,12
73,1,8
73,2,4
73,3,4
73,4,20
73,5,5
73,6,17
73,7,18
73,8,15
73,9,16
74,0,6
74,1,10
74,2,6
74,3,12
74,4,12
74,5,9
74,6,16
74,7,17
74,8,5
74,9,8
75,0,4
75,1,16
75,2,2
75,3,19
75,4,18
75,5,1
75,6,17
75,7,16
75,8,6
75,9,5
76,0,6
76,1,7
76,2,2
76,3,18
76,4,5
76,5,8
76,6,11
76,7,9
76,8,8
76,9,16
77,0,13
77,1,5
77,2,4
77,3,9
77,4,17
77,5,1
77,6,16
77,7,5
77,8,9
77,9,15
78,0,6
78,1,19
78,2,2
78,3,18
78,4,11
78,5,6
78,6,4
78,7,7
78,8,17
78,9,17
79,0,2
79,1,18
79,2,19
79,3,9
79,4,3
79,5,17
79,6,10
79,7,13
79,8,8
79,9,16
80,0,12
80,1,11
80,2,10
80,3,2
80,4,1
80,5,11
80,6,11
80,7,16
80,8,6
80,9,8
81,0,7
81,1,3
81,2,4
81,3,10
81,4,18
81,5,9
81,6,7
81,7,5
81,8,9
81,9,7
82,0,7
82,1,19
82,2,9
82,3,18
82,4,4
82,5,1
82,6,11
82,7,1
82,8,4
82,9,12
83,0,15
83,1,10
83,2,16
83,3,16
83,4,13
83,5,8
83,6,5
83,7,9
83,8,16
83,9,7
84,0,2
84,1,6
84,2,8
84,3,10
84,4,17
84,5,19
84,6,8
84,7,9
84,8,19
84,9,12
85,0,8
85,1,6
85,2,19
85,3,1
85,4,2
85,5,17
85,6,18
85,7,11
85,8,17
85,9,20
86,0,20
86,1,1
86,2,11
86,3,13
86,4,11
86,5,6
86,6,8
86,7,4
86,8,20
86,9,11
87,0,11
87,1,5
87,2,10
87,3,11
87,4,14
87,5,18
87,6,5
87,7,19
87,8,1
87,9,2
88,0,6
88,1,2
88,2,10
88,3,1
88,4,15
88,5,14
88,6,13
88,7,14
88,8,2
88,9,9
89,0,17
89,1,5
89,2,1
89,3,5
89,4,11
89,5,20
89,6,10
89,7,16
89,8,7
89,9,16
90,0,10
90,1,8
90,2,20
90,3,11
90,4,11
90,5,12
90,6,14
90,7,1
90,8,11
90,9,14
91,0,6
91,1,6
91,2,7
91,3,19
91,4,18
91,5,16
91,6,16
91,7,3
91,8,20
91,9,16
92,0,11
92,1,14
92,2,16
92,3,18
92,4,3
92,5,1
92,6,8
92,7,18
92,8,10
92,9,8
93,0,12
93,1,9
93,2,1
93,3,9
93,4,2
93,5,19
93,6,13
93,7,11
93,8,20
93,9,6
94,0,5
94,1,6
94,2,7
94,3,6
94,4,13
94,5,16
94,6,9
94,7,19
94,8,7
94,9,16
95,0,18
95,1,9
95,2,10
95,3,10
95,4,2
95,5,15
95,6,18
95,7,12
95,8,15
95,9,8
96,0,13
96,1,11
96,2,15
96,3,14
96,4,14
96,5,19
96,6,13
96,7,13
96,8,11
96,9,2
97,0,1
97,1,14
97,2,6
97,3,9
97,4,10
97,5,7
97,6,6
97,7,11
97,8,9
97,9,5
98,0,8
98,1,16
98,2,4
98,3,1
98,4,20
98,5,1
98,6,20
98,7,11
98,8,9
98,9,1
99,0,17
99,1,6
99,2,7
99,3,2
99,4,9
99,5,4
99,6,4
99,7,5
99,8,14
99,9,15
